Loaded image name: truck-neq.jpg
Loaded image W= 1512, H = 2016, actual cpp = 1 
 Beam   Hist_GPU    CDF_GPU  O_CDF_GPU   New_Hist    New_CDF
  183          0    3048192    3048192     103807    2191724
  184          0    3048192    3048192          0    2191724
  185          0    3048192    3048192          0    2191724
  186          0    3048192    3048192          0    2191724
  187          0    3048192    3048192          0    2191724
  188          0    3048192    3048192          0    2191724
  189          0    3048192    3048192          0    2191724
  190          0    3048192    3048192          0    2191724
  191          0    3048192    3048192      92293    2284017
  192          0    3048192    3048192          0    2284017
  193          0    3048192    3048192          0    2284017
  194          0    3048192    3048192          0    2284017
  195          0    3048192    3048192          0    2284017
  196          0    3048192    3048192          0    2284017
  197          0    3048192    3048192          0    2284017
  198          0    3048192    3048192          0    2284017
  199          0    3048192    3048192      89345    2373362
  200          0    3048192    3048192          0    2373362
  201          0    3048192    3048192          0    2373362
  202          0    3048192    3048192          0    2373362
  203          0    3048192    3048192          0    2373362
  204          0    3048192    3048192          0    2373362
  205          0    3048192    3048192      71720    2445082
  206          0    3048192    3048192          0    2445082
  207          0    3048192    3048192          0    2445082
  208          0    3048192    3048192          0    2445082
  209          0    3048192    3048192          0    2445082
  210          0    3048192    3048192          0    2445082
  211          0    3048192    3048192      73425    2518507
  212          0    3048192    3048192          0    2518507
  213          0    3048192    3048192          0    2518507
  214          0    3048192    3048192      43839    2562346
  215          0    3048192    3048192          0    2562346
  216          0    3048192    3048192          0    2562346
  217          0    3048192    3048192      37000    2599346
  218          0    3048192    3048192          0    2599346
  219          0    3048192    3048192          0    2599346
  220          0    3048192    3048192          0    2599346
  221          0    3048192    3048192      37479    2636825
  222          0    3048192    3048192          0    2636825
  223          0    3048192    3048192      34137    2670962
  224          0    3048192    3048192          0    2670962
  225          0    3048192    3048192          0    2670962
  226          0    3048192    3048192      33443    2704405
  227          0    3048192    3048192          0    2704405
  228          0    3048192    3048192          0    2704405
  229          0    3048192    3048192      27240    2731645
  230          0    3048192    3048192          0    2731645
  231          0    3048192    3048192      30458    2762103
  232          0    3048192    3048192          0    2762103
  233          0    3048192    3048192          0    2762103
