Loaded image name: perfectColor-s.jpg
Loaded image W= 1920, H = 1080, actual cpp = 3 
 Beam   Hist_GPU    CDF_GPU  O_CDF_GPU   New_Hist    New_CDF
  165       8100    1344600    1344600       8100    1344600
  166       8100    1352700    1352700       8100    1352700
  167       8100    1360800    1360800       8100    1360800
  168       8100    1368900    1368900       8100    1368900
  169       8100    1377000    1377000       8100    1377000
  170       8100    1385100    1385100       8100    1385100
  171       8100    1393200    1393200       8100    1393200
  172       8100    1401300    1401300       8100    1401300
  173       8100    1409400    1409400       8100    1409400
  174       8100    1417500    1417500       8100    1417500
  175       8100    1425600    1425600       8100    1425600
  176       8100    1433700    1433700       8100    1433700
  177       8100    1441800    1441800       8100    1441800
  178       8100    1449900    1449900       8100    1449900
  179       8100    1458000    1458000       8100    1458000
  180       8100    1466100    1466100       8100    1466100
  181       8100    1474200    1474200       8100    1474200
  182       8100    1482300    1482300       8100    1482300
  183       8100    1490400    1490400       8100    1490400
  184       8100    1498500    1498500       8100    1498500
  185       8100    1506600    1506600       8100    1506600
  186       8100    1514700    1514700       8100    1514700
  187       8100    1522800    1522800       8100    1522800
  188       8100    1530900    1530900       8100    1530900
  189       8100    1539000    1539000       8100    1539000
  190       8100    1547100    1547100       8100    1547100
  191       8100    1555200    1555200       8100    1555200
  192       8100    1563300    1563300       8100    1563300
  193       8100    1571400    1571400       8100    1571400
  194       8100    1579500    1579500       8100    1579500
  195       8100    1587600    1587600       8100    1587600
  196       8100    1595700    1595700       8100    1595700
  197       8100    1603800    1603800       8100    1603800
  198       8100    1611900    1611900       8100    1611900
  199       8100    1620000    1620000       8100    1620000
  200       8100    1628100    1628100       8100    1628100
  201       8100    1636200    1636200       8100    1636200
  202       8100    1644300    1644300       8100    1644300
  203       8100    1652400    1652400       8100    1652400
  204       8100    1660500    1660500       8100    1660500
  205       8100    1668600    1668600       8100    1668600
  206       8100    1676700    1676700       8100    1676700
  207       8100    1684800    1684800       8100    1684800
  208       8100    1692900    1692900       8100    1692900
  209       8100    1701000    1701000       8100    1701000
  210       8100    1709100    1709100       8100    1709100
  211       8100    1717200    1717200       8100    1717200
  212       8100    1725300    1725300       8100    1725300
  213       8100    1733400    1733400       8100    1733400
  214       8100    1741500    1741500       8100    1741500
  215       8100    1749600    1749600       8100    1749600
  216       8100    1757700    1757700       8100    1757700
  217       8100    1765800    1765800       8100    1765800
  218       8100    1773900    1773900       8100    1773900
  219       8100    1782000    1782000       8100    1782000
  220       8100    1790100    1790100       8100    1790100
  221       8100    1798200    1798200       8100    1798200
  222       8100    1806300    1806300       8100    1806300
  223       8100    1814400    1814400       8100    1814400
  224       8100    1822500    1822500       8100    1822500
  225       8100    1830600    1830600       8100    1830600
  226       8100    1838700    1838700       8100    1838700
  227       8100    1846800    1846800       8100    1846800
  228       8100    1854900    1854900       8100    1854900
  229       8100    1863000    1863000       8100    1863000
  230       8100    1871100    1871100       8100    1871100
  231       8100    1879200    1879200       8100    1879200
  232       8100    1887300    1887300       8100    1887300
  233       8100    1895400    1895400       8100    1895400
  234       8100    1903500    1903500       8100    1903500
  235       8100    1911600    1911600       8100    1911600
  236       8100    1919700    1919700       8100    1919700
  237       8100    1927800    1927800       8100    1927800
  238       8100    1935900    1935900       8100    1935900
  239       8100    1944000    1944000       8100    1944000
  240       8100    1952100    1952100       8100    1952100
  241       8100    1960200    1960200       8100    1960200
  242       8100    1968300    1968300       8100    1968300
  243       8100    1976400    1976400       8100    1976400
  244       8100    1984500    1984500       8100    1984500
  245       8100    1992600    1992600       8100    1992600
  246       8100    2000700    2000700       8100    2000700
  247       8100    2008800    2008800       8100    2008800
  248       8100    2016900    2016900       8100    2016900
  249       8100    2025000    2025000       8100    2025000
  250       8100    2033100    2033100       8100    2033100
  251       8100    2041200    2041200       8100    2041200
  252       8100    2049300    2049300       8100    2049300
  253       8100    2057400    2057400       8100    2057400
  254       8100    2065500    2065500       8100    2065500
  255       8100    2073600    2073600       8100    2073600
Running on GPU: Tesla V100S-PCIE-32GB
Hist: 0.946080 ms CDF: 0.025664 ms CDF op: 0.024000 ms equalize: 0.055488 ms

