Loaded image name: obala-neq.jpg
Loaded image W= 3024, H = 4032, actual cpp = 1 
 Beam   Hist_GPU    CDF_GPU  O_CDF_GPU   New_Hist    New_CDF
  177          0   12192768   12192768          0    8406181
  178          0   12192768   12192768          0    8406181
  179          0   12192768   12192768          0    8406181
  180          0   12192768   12192768          0    8406181
  181          0   12192768   12192768          0    8406181
  182          0   12192768   12192768          0    8406181
  183          0   12192768   12192768          0    8406181
  184          0   12192768   12192768          0    8406181
  185          0   12192768   12192768     444031    8850212
  186          0   12192768   12192768          0    8850212
  187          0   12192768   12192768          0    8850212
  188          0   12192768   12192768          0    8850212
  189          0   12192768   12192768          0    8850212
  190          0   12192768   12192768          0    8850212
  191          0   12192768   12192768          0    8850212
  192          0   12192768   12192768          0    8850212
  193          0   12192768   12192768          0    8850212
  194          0   12192768   12192768     435457    9285669
  195          0   12192768   12192768          0    9285669
  196          0   12192768   12192768          0    9285669
  197          0   12192768   12192768          0    9285669
  198          0   12192768   12192768          0    9285669
  199          0   12192768   12192768          0    9285669
  200          0   12192768   12192768          0    9285669
  201          0   12192768   12192768          0    9285669
  202          0   12192768   12192768     368579    9654248
  203          0   12192768   12192768          0    9654248
  204          0   12192768   12192768          0    9654248
  205          0   12192768   12192768          0    9654248
  206          0   12192768   12192768          0    9654248
  207          0   12192768   12192768          0    9654248
  208          0   12192768   12192768     295249    9949497
  209          0   12192768   12192768          0    9949497
  210          0   12192768   12192768          0    9949497
  211          0   12192768   12192768          0    9949497
  212          0   12192768   12192768          0    9949497
  213          0   12192768   12192768     242197   10191694
  214          0   12192768   12192768          0   10191694
  215          0   12192768   12192768          0   10191694
  216          0   12192768   12192768          0   10191694
  217          0   12192768   12192768     206450   10398144
  218          0   12192768   12192768          0   10398144
  219          0   12192768   12192768          0   10398144
  220          0   12192768   12192768          0   10398144
  221          0   12192768   12192768     180903   10579047
  222          0   12192768   12192768          0   10579047
  223          0   12192768   12192768          0   10579047
  224          0   12192768   12192768          0   10579047
  225          0   12192768   12192768     170763   10749810
  226          0   12192768   12192768          0   10749810
  227          0   12192768   12192768          0   10749810
  228          0   12192768   12192768     152080   10901890
  229          0   12192768   12192768          0   10901890
  230          0   12192768   12192768          0   10901890
  231          0   12192768   12192768     139755   11041645
  232          0   12192768   12192768          0   11041645
  233          0   12192768   12192768          0   11041645
  234          0   12192768   12192768     133835   11175480
  235          0   12192768   12192768          0   11175480
  236          0   12192768   12192768          0   11175480
  237          0   12192768   12192768     173207   11348687
  238          0   12192768   12192768          0   11348687
  239          0   12192768   12192768          0   11348687
  240          0   12192768   12192768     130264   11478951
  241          0   12192768   12192768          0   11478951
  242          0   12192768   12192768          0   11478951
  243          0   12192768   12192768     141042   11619993
  244          0   12192768   12192768          0   11619993
  245          0   12192768   12192768     112226   11732219
  246          0   12192768   12192768          0   11732219
  247          0   12192768   12192768      86244   11818463
  248          0   12192768   12192768          0   11818463
  249          0   12192768   12192768      73776   11892239
  250          0   12192768   12192768      66863   11959102
  251          0   12192768   12192768      54721   12013823
  252          0   12192768   12192768      48863   12062686
  253          0   12192768   12192768      38468   12101154
  254          0   12192768   12192768      67356   12168510
  255          0   12192768   12192768      24258   12192768
Running on GPU: Tesla V100S-PCIE-32GB
Hist: 1.707328 ms CDF: 0.024512 ms CDF op: 0.024224 ms equalize: 0.141696 ms

