Loaded image name: jama-neq.jpg
Loaded image W= 3024, H = 4032, actual cpp = 1 
 Beam   Hist_GPU    CDF_GPU  O_CDF_GPU   New_Hist    New_CDF
  178          0   12192768   12192768     135595    8512396
  179          0   12192768   12192768          0    8512396
  180          0   12192768   12192768          0    8512396
  181          0   12192768   12192768     128532    8640928
  182          0   12192768   12192768          0    8640928
  183          0   12192768   12192768     126307    8767235
  184          0   12192768   12192768          0    8767235
  185          0   12192768   12192768          0    8767235
  186          0   12192768   12192768     128904    8896139
  187          0   12192768   12192768          0    8896139
  188          0   12192768   12192768          0    8896139
  189          0   12192768   12192768          0    8896139
  190          0   12192768   12192768     175377    9071516
  191          0   12192768   12192768          0    9071516
  192          0   12192768   12192768     124295    9195811
  193          0   12192768   12192768          0    9195811
  194          0   12192768   12192768          0    9195811
  195          0   12192768   12192768     115781    9311592
  196          0   12192768   12192768          0    9311592
  197          0   12192768   12192768     112762    9424354
  198          0   12192768   12192768          0    9424354
  199          0   12192768   12192768     114385    9538739
  200          0   12192768   12192768          0    9538739
  201          0   12192768   12192768          0    9538739
  202          0   12192768   12192768          0    9538739
  203          0   12192768   12192768     151181    9689920
  204          0   12192768   12192768          0    9689920
  205          0   12192768   12192768     107390    9797310
  206          0   12192768   12192768          0    9797310
  207          0   12192768   12192768     103003    9900313
  208          0   12192768   12192768          0    9900313
  209          0   12192768   12192768     102448   10002761
  210          0   12192768   12192768          0   10002761
  211          0   12192768   12192768     106443   10109204
  212          0   12192768   12192768          0   10109204
  213          0   12192768   12192768          0   10109204
  214          0   12192768   12192768     136265   10245469
  215          0   12192768   12192768          0   10245469
  216          0   12192768   12192768      93901   10339370
  217          0   12192768   12192768          0   10339370
  218          0   12192768   12192768      87101   10426471
  219          0   12192768   12192768          0   10426471
  220          0   12192768   12192768      84195   10510666
  221          0   12192768   12192768          0   10510666
  222          0   12192768   12192768      84910   10595576
  223          0   12192768   12192768          0   10595576
  224          0   12192768   12192768     107885   10703461
  225          0   12192768   12192768      76801   10780262
  226          0   12192768   12192768          0   10780262
  227          0   12192768   12192768      73150   10853412
  228          0   12192768   12192768          0   10853412
  229          0   12192768   12192768      72986   10926398
  230          0   12192768   12192768      73030   10999428
  231          0   12192768   12192768          0   10999428
  232          0   12192768   12192768      93065   11092493
  233          0   12192768   12192768      67092   11159585
  234          0   12192768   12192768          0   11159585
  235          0   12192768   12192768      63176   11222761
  236          0   12192768   12192768      61833   11284594
  237          0   12192768   12192768      62382   11346976
  238          0   12192768   12192768          0   11346976
  239          0   12192768   12192768      82144   11429120
  240          0   12192768   12192768      58150   11487270
  241          0   12192768   12192768      54353   11541623
  242          0   12192768   12192768          0   11541623
  243          0   12192768   12192768      53784   11595407
  244          0   12192768   12192768      55299   11650706
  245          0   12192768   12192768      68954   11719660
  246          0   12192768   12192768      48758   11768418
  247          0   12192768   12192768      45770   11814188
  248          0   12192768   12192768      44572   11858760
  249          0   12192768   12192768      43110   11901870
  250          0   12192768   12192768      48885   11950755
  251          0   12192768   12192768      68551   12019306
  252          0   12192768   12192768      28832   12048138
  253          0   12192768   12192768      58275   12106413
  254          0   12192768   12192768      52834   12159247
  255          0   12192768   12192768      33521   12192768
Running on GPU: Tesla V100S-PCIE-32GB
Hist: 1.152288 ms CDF: 0.024608 ms CDF op: 0.024416 ms equalize: 0.138464 ms

